OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA,OC_PERIODO_DIA,OC_BAIRRO,OC_SUBCATEGORIA
2018,12,2,10,3,17,10
2020,7,7,25,3,51,3
2017,1,5,12,2,5,9
2017,12,6,1,1,5,9
2015,5,7,9,3,25,7
2017,10,1,1,1,58,5
2020,5,4,6,1,5,10
2015,7,5,23,3,19,9
2020,11,6,13,2,23,8
2020,4,6,24,1,42,10
2018,12,7,22,3,47,10
2016,10,1,30,3,5,4
2015,2,7,28,3,25,5
2019,2,2,18,2,23,8
2016,9,6,2,3,16,6
2017,10,7,7,2,2,5
2015,11,1,15,3,39,6
2018,5,2,7,4,4,3
2018,6,1,3,3,19,4
2017,11,4,8,1,38,6
2019,3,1,31,2,5,9
2020,9,6,4,2,3,5
2018,9,7,8,1,70,3
2016,7,4,20,4,25,1
2018,3,6,16,1,30,5
2017,4,7,8,2,55,4
2015,7,2,20,3,27,3
2015,10,7,24,4,5,5
2016,7,6,15,2,12,9
2020,11,1,1,2,31,10
2016,5,5,26,4,25,6
2015,10,4,14,2,25,1
2015,4,5,30,3,69,4
2018,4,1,15,4,5,5
2018,3,3,13,4,48,6
2015,2,7,21,2,27,3
2016,2,5,4,3,25,5
2018,2,2,5,4,53,3
2019,3,6,1,1,38,5
2020,3,2,16,1,11,10
2019,3,6,8,2,5,1
2019,7,7,27,2,9,10
2016,2,2,15,3,2,7
2018,6,7,23,2,19,9
2020,3,5,26,3,8,10
2018,10,1,28,2,40,9
2015,12,3,1,3,15,1
2016,4,5,21,3,1,6
2019,2,5,28,3,6,7
2019,3,4,6,3,9,7
2019,1,6,11,3,73,10
2015,12,1,27,2,25,6
2017,5,5,4,2,30,9
2015,8,4,19,3,5,9
2020,12,7,26,2,41,7
2020,5,4,20,2,38,10
2015,10,2,5,2,5,9
2016,7,6,15,3,55,8
2020,12,5,10,2,3,3
2017,2,1,12,2,30,1
2016,3,1,20,2,6,6
2015,8,1,2,2,23,9
2019,9,7,7,3,9,7
2016,12,6,23,2,25,9
2018,3,5,8,2,4,5
2016,9,6,2,2,38,4
2017,7,7,15,4,23,7
2016,9,1,11,3,30,5
2016,11,4,16,4,3,1
2017,7,5,13,4,66,5
2020,5,2,11,2,17,9
2016,9,3,13,3,47,7
2020,6,4,10,2,8,1
2015,9,5,17,2,5,8
2020,10,1,18,4,5,4
2016,5,4,4,4,30,1
2018,6,2,25,3,20,1
2017,5,4,17,2,19,9
2020,9,3,1,1,16,1
2017,9,1,17,3,25,7
2020,1,1,19,3,42,6
2017,4,6,21,3,10,8
2019,1,5,10,4,30,5
2020,8,2,31,3,25,7
2020,3,4,4,2,13,1
2016,12,3,13,3,9,7
2019,4,2,1,3,5,10
2017,9,6,29,3,12,1
2017,6,5,8,2,60,9
2019,4,7,6,1,25,9
2020,3,6,20,1,45,10
2016,12,7,3,3,5,5
2018,6,1,24,3,30,7
2015,3,4,18,3,8,8
2015,6,3,23,1,1,6
2020,3,7,7,1,41,9
2019,4,4,3,2,23,9
2019,5,3,21,3,55,9
2020,3,2,9,1,18,10
2018,9,5,20,1,35,8
2019,2,5,7,2,4,6
2020,12,5,24,3,30,7
2019,1,5,10,4,1,4
2017,6,5,1,2,5,9
2020,3,6,13,2,1,10
2015,12,3,15,4,48,5
2020,7,4,29,3,25,10
2018,10,6,19,1,5,2
2015,8,4,12,2,24,9
2020,7,4,1,2,5,5
2020,12,3,15,4,12,3
2020,1,7,18,3,38,1
2016,5,2,2,3,11,3
2017,7,7,22,4,18,7
2019,2,2,18,3,29,4
2015,7,4,22,3,18,4
2020,10,6,16,3,3,10
2019,1,4,9,3,3,9
2019,6,1,23,3,12,5
2020,7,4,15,2,55,9
2019,8,7,10,2,28,9
2015,11,7,21,4,45,8
2017,5,3,9,4,5,1
2016,7,6,15,3,61,1
2017,8,7,26,1,41,5
2016,12,1,4,2,30,6
2020,6,7,6,2,56,10
2020,9,2,7,2,3,7
2015,8,4,26,2,61,9
2015,8,1,2,3,9,7
2019,8,1,25,3,9,5
2019,1,5,24,3,19,10
2020,7,4,29,2,25,9
2019,1,1,27,3,40,4
2016,12,1,11,1,25,7
2015,10,3,13,2,58,9
2017,10,6,6,1,25,5
2015,1,2,5,2,25,5
2017,11,1,5,3,25,6
2020,5,7,30,3,28,10
2015,6,3,16,2,41,9
2017,3,5,2,4,25,3
2020,3,5,5,1,18,10
2018,11,7,17,4,56,7
2020,7,4,1,2,19,10
2019,4,6,12,3,13,10
2018,1,2,22,4,25,6
2016,6,1,5,2,37,1
2017,11,3,14,3,45,5
2020,9,1,13,1,36,10
2019,8,2,12,2,23,9
2016,1,2,18,4,32,5
2020,4,2,13,2,15,10
2017,12,1,24,2,30,5
2020,10,6,2,4,20,5
2015,3,7,21,3,5,1
2017,11,1,5,1,13,6
2015,6,2,29,1,31,2
2020,3,1,15,1,41,10
2015,4,3,21,2,24,8
2016,1,4,13,3,28,5
2015,6,3,30,1,30,6
2017,12,5,21,3,41,1
2015,8,4,12,3,10,8
2020,10,5,29,2,41,7
2019,7,3,2,4,35,1
2017,11,4,15,3,30,6
2018,3,4,14,4,23,8
2020,3,3,31,2,39,5
2015,1,4,7,4,41,1
2016,6,3,7,3,5,1
2015,8,1,23,1,50,8
2017,12,1,10,3,6,7
2018,10,7,6,3,9,3
2015,5,7,16,2,5,1
2019,12,5,12,3,9,1
2016,1,3,26,3,9,5
2020,9,2,14,3,9,10
2020,6,6,19,2,12,7
2018,10,5,4,2,21,1
2017,2,7,4,2,4,6
2020,9,5,10,4,23,6
2017,10,1,1,3,8,8
2018,12,7,1,1,25,1
2020,9,3,29,2,46,1
2017,8,6,25,1,25,1
2020,9,3,29,2,67,9
2016,4,6,1,4,64,9
2015,3,1,22,3,73,3
2015,3,1,1,2,5,8
2020,5,3,5,1,30,7
2019,6,2,17,1,40,6
2020,9,5,3,3,15,4
2020,2,4,26,2,5,9
2020,8,7,1,1,12,10
2018,9,7,29,2,33,1
2018,9,2,24,1,5,9
2018,12,2,10,3,36,10
2018,9,7,1,3,51,10
2017,1,3,3,1,19,1
2015,10,7,31,3,9,1
2020,1,3,21,2,9,7
2020,1,5,30,3,5,9
2017,11,5,9,3,2,1
2015,9,7,5,2,1,9
2015,2,5,26,2,23,9
2018,12,2,24,4,9,6
2017,2,6,3,3,19,1
2020,8,4,5,4,25,10
2020,5,3,5,1,61,10
2020,5,3,5,1,33,10
2020,3,7,7,3,28,10
2020,4,1,12,3,18,10
2020,8,1,16,2,15,7
2018,2,2,26,2,9,6
2015,1,6,30,4,15,2
2020,6,3,16,2,18,10
2015,5,7,2,4,25,7
2019,7,3,30,3,7,1
2017,10,1,8,4,25,5
2019,8,7,10,1,5,9
2016,7,3,26,1,68,9
2020,11,6,13,2,31,9
2015,4,7,25,3,5,7
2020,10,3,27,2,56,9
2019,7,1,7,3,21,9
2018,12,1,23,3,30,1
2017,12,2,4,4,58,4
2016,1,1,31,3,7,6
2017,8,3,22,3,3,1
2020,3,2,23,1,33,9
2015,9,1,20,2,24,8
2020,4,1,5,2,45,1
2020,10,3,6,2,9,7
2020,3,1,1,2,39,6
2020,5,1,3,3,62,10
2018,11,3,6,3,9,7
2018,8,2,13,2,31,9
2019,8,1,11,2,30,7
2020,4,6,3,1,5,6
2015,7,1,19,3,12,6
2020,6,3,23,2,5,9
2015,5,1,17,3,45,8
2019,11,3,19,3,8,1
2020,8,4,5,2,29,10
2015,1,1,11,3,4,6
2017,11,1,26,2,30,6
2020,7,4,22,2,1,10
2018,7,7,28,2,5,9
2015,11,1,15,1,23,9
2017,9,2,25,3,5,1
2019,4,5,4,1,5,9
2018,12,7,29,3,45,1
2020,6,5,18,3,9,10
2020,8,1,23,2,45,9
2019,6,6,14,3,45,1
2015,9,7,26,2,45,1
2015,7,7,11,4,59,5
2019,7,4,31,4,5,6
2017,8,6,4,3,55,1
2020,3,1,1,1,40,7
2020,12,5,24,3,14,3
2018,9,1,9,3,45,1
2016,7,5,28,3,45,1
2016,1,2,11,2,32,1
2017,5,6,5,4,9,3
2020,1,6,3,2,40,9
2016,11,3,1,4,5,1
2015,3,1,8,3,63,3
2019,4,3,2,1,5,9
2018,3,5,8,3,5,8
2015,6,6,5,4,55,7
2019,5,2,6,1,19,6
2017,8,7,19,4,64,5
2015,7,1,12,3,22,8
2018,1,7,27,3,25,7
2018,11,2,26,3,19,1
2015,8,6,21,4,4,3
2016,10,5,27,3,64,1
2015,4,4,29,2,6,9
2018,8,4,29,2,1,10
2020,3,6,6,3,6,10
2017,2,7,25,4,3,3
2017,6,1,18,1,25,1
2015,11,7,21,3,25,1
2015,6,5,11,3,5,1
2018,9,7,1,3,30,10
2017,10,5,19,4,59,5
2020,7,7,11,4,33,5
2015,3,4,11,4,2,1
2016,12,5,1,2,12,1
2020,4,7,4,2,69,10
2015,8,7,15,3,19,1
2016,1,6,1,1,53,4
2018,5,3,15,4,11,4
2020,8,6,14,2,9,10
2019,6,5,6,3,25,1
2015,12,5,10,3,30,4
2016,6,4,15,3,40,1
2015,11,5,19,3,25,7
2020,5,4,13,1,36,10
2015,5,7,2,3,7,1
2020,4,2,20,1,15,10
2015,8,6,14,4,9,1
2016,5,3,24,1,46,7
2018,6,7,30,1,38,8
2018,9,7,8,4,70,3
2018,1,2,22,4,45,1
2016,10,1,30,3,19,5
2018,9,1,9,3,6,3
2016,2,4,3,2,3,9
2017,7,1,2,4,23,7
2016,1,5,7,1,11,1
2016,8,2,29,1,4,2
2020,6,7,20,4,39,6
2016,5,6,20,3,32,1
2017,4,5,13,1,9,1
2017,3,1,5,2,41,9
2019,10,7,12,4,59,7
2015,7,3,21,4,11,6
2017,10,3,3,3,4,1
2015,2,3,24,3,28,5
2018,9,7,22,3,5,4
2018,10,2,29,3,9,7
2020,9,5,10,4,5,4
2018,1,2,15,2,25,7
2020,6,2,15,1,55,10
2016,2,4,3,3,40,1
2016,4,5,7,3,71,7
2020,6,7,27,2,29,10
2019,5,5,16,3,15,7
2017,4,6,7,4,31,3
2017,5,7,20,2,44,7
2020,3,6,13,2,62,10
2015,4,7,4,3,26,1
2018,10,1,14,2,15,4
2020,4,6,24,2,30,10
2016,5,7,28,3,57,6
2017,3,4,8,1,5,6
2018,5,1,13,1,9,6
2018,2,7,17,3,40,1
2016,3,7,12,4,31,6
2016,1,1,24,3,19,7
2019,12,1,22,3,33,1
2018,11,7,10,2,5,10
2015,10,7,17,1,45,5
2017,1,2,2,3,4,7
2020,3,5,19,1,9,10
2017,2,5,9,2,43,8
2018,5,4,30,3,5,5
2017,6,6,16,3,44,7
2020,12,1,20,2,7,5
2020,3,2,9,1,35,10
2020,8,7,1,2,56,10
2015,7,2,27,2,5,1
2016,3,1,20,2,39,6
2019,3,7,9,1,54,1
2015,7,6,17,2,23,7
2019,3,6,15,2,23,9
2016,1,5,7,2,19,1
2020,4,7,11,2,35,10
2016,12,1,25,4,31,6
2019,5,3,7,3,4,7
2020,9,7,19,2,9,7
2020,8,5,27,1,13,7
2015,1,7,31,3,4,7
2017,9,5,28,2,3,1
2015,9,2,14,3,9,1
2020,7,5,2,3,11,1
2019,7,6,26,2,64,5
2020,10,5,15,1,4,6
2016,1,4,20,2,30,6
2016,11,4,2,3,31,6
2017,9,1,3,4,25,1
2016,5,1,8,3,41,8
2015,2,2,2,1,31,6
2016,8,4,3,4,3,1
2015,5,3,26,2,8,5
2020,8,1,23,1,23,4
2016,2,6,5,3,5,1
2018,3,7,24,2,4,7
2019,2,4,13,2,41,9
2017,3,7,4,2,25,7
2016,2,5,25,3,50,8
2015,4,7,25,2,36,8
2019,10,6,4,2,5,10
2018,11,4,7,1,5,9
2015,6,3,16,3,28,1
2016,7,1,3,3,18,1
2015,11,7,28,4,9,7
2019,11,7,30,4,5,7
2018,3,2,19,1,25,1
2017,5,1,14,3,18,6
2017,1,5,12,3,25,7
2015,4,6,24,3,1,4
2015,6,2,15,4,9,3
2017,1,2,2,3,55,1
2015,10,7,24,4,30,5
2016,3,2,21,3,9,3
2019,10,7,19,2,4,10
2015,3,7,7,2,5,5
2016,2,5,18,3,59,1
2016,7,6,15,3,8,1
2016,12,4,28,1,12,1
2017,9,7,30,3,19,8
2017,9,7,2,3,30,5
2015,4,7,18,1,32,9
2015,9,1,6,4,55,7
2020,12,3,22,1,9,6
2019,9,4,25,4,54,7
2020,2,7,8,4,16,6
2020,3,1,15,2,30,10
2015,8,6,28,3,1,1
2017,8,6,4,2,42,4
2017,11,5,16,1,53,5
2019,11,6,1,2,41,9
2019,2,4,6,1,59,6
2015,3,3,24,4,5,4
2020,5,5,21,1,28,10
2020,4,2,13,1,25,10
2020,12,6,11,2,23,9
2020,12,7,12,2,8,9
2018,1,6,12,3,33,5
2018,11,5,15,3,38,1
2015,1,6,9,4,25,7
2020,10,7,31,3,53,9
2018,4,1,29,2,19,3
2015,10,1,4,1,5,9
2015,12,7,5,4,1,8
2015,4,7,11,2,9,1
2015,1,3,13,2,5,1
2020,6,4,24,2,9,10
2019,2,6,1,1,5,9
2020,9,7,12,4,25,7
2020,4,6,10,3,69,10
2020,3,6,6,2,30,10
2016,10,2,24,2,9,9
2020,9,7,5,3,25,10
2017,1,6,27,3,10,1
2018,9,7,22,2,24,9
2016,10,2,17,4,35,6
2020,2,1,16,3,54,6
2019,3,6,29,3,9,6
2017,5,2,15,1,5,4
2018,2,5,15,3,12,5
2017,3,7,18,3,25,7
2018,2,1,25,3,3,1
2016,7,7,16,3,30,7
2019,12,1,29,2,18,5
2019,12,7,21,1,40,9
2018,8,1,26,3,25,10
2019,12,1,15,3,23,4
2016,10,7,8,4,19,8
2019,11,6,15,1,5,9
2020,12,7,26,2,5,9
2015,5,1,31,3,45,4
2016,11,7,5,1,9,7
2020,4,4,29,1,18,10
2020,5,7,9,1,41,10
2017,2,7,25,3,11,6
2016,9,5,15,1,15,1
2016,8,7,27,3,9,4
2017,3,5,23,2,12,9
2017,8,4,9,3,28,1
2018,11,4,28,2,5,9
2015,7,5,30,3,25,7
2018,5,6,25,1,5,9
2016,11,7,19,3,3,1
2017,6,1,25,4,25,4
2018,10,3,9,4,53,6
2017,8,5,24,3,15,9
2015,2,4,18,1,5,1
2020,11,2,23,2,40,10
2019,8,2,26,4,39,6
2017,1,3,24,2,45,1
2016,1,2,11,3,2,8
2017,8,7,5,3,55,1
2019,6,7,22,4,5,8
2017,7,2,24,3,15,1
2020,3,1,15,2,15,10
2019,4,6,26,2,5,9
2019,9,3,24,2,5,9
2018,11,4,28,3,9,5
2015,3,4,11,2,25,7
2019,8,6,16,1,23,9
2019,1,6,4,4,19,4
2020,4,7,18,4,25,6
2020,12,1,20,1,25,5
2015,6,5,25,3,15,1
2015,10,3,27,1,5,1
2015,2,3,10,4,2,9
2015,4,7,18,2,1,1
2020,7,3,14,2,25,10
2020,11,5,19,2,9,9
2015,10,3,20,3,24,9
2017,6,7,24,3,25,7
2016,5,7,14,4,28,4
2020,10,7,17,2,9,10
2015,10,7,10,2,25,1
2020,4,4,29,1,19,10
2016,1,1,24,2,50,8
2016,12,6,30,3,5,4
2018,3,3,20,2,56,1
2016,9,5,22,1,5,9
2015,4,4,22,2,1,1
2019,10,5,10,1,23,9
2020,3,4,4,3,5,5
2017,12,2,18,2,24,5
2016,2,7,6,4,30,2
2015,4,7,25,3,8,8
2019,8,7,3,3,31,7
2016,3,2,28,2,5,9
2018,9,5,27,3,9,6
2016,4,2,11,3,39,6
2015,7,6,3,4,4,3
2018,1,6,19,2,44,6
2016,7,2,18,2,27,7
2016,5,7,28,2,4,4
2020,4,3,21,2,18,10
2018,10,6,5,1,5,9
2020,9,7,12,3,11,4
2016,11,6,11,2,57,9
2020,5,7,9,2,58,10
2017,7,4,12,3,4,5
2020,11,7,28,1,1,3
2015,2,2,2,2,41,4
2020,6,1,28,2,47,10
2016,3,7,12,4,5,7
2015,11,7,14,2,5,9
2019,7,3,30,1,5,1
2020,12,3,8,2,9,7
2016,3,1,20,1,29,5
2015,6,6,26,2,5,9
2016,10,4,26,1,9,9
2015,4,1,26,2,5,7
2018,11,1,11,4,9,10
2015,10,4,28,1,5,9
2018,4,2,16,2,45,10
2018,11,6,23,3,52,1
2016,2,3,9,2,9,7
2020,1,6,17,3,22,7
2020,5,5,28,3,19,1
2015,2,4,18,3,5,1
2016,11,7,12,4,3,1
2020,3,3,10,2,30,10
2020,1,6,31,2,5,9
2020,3,2,16,3,26,10
2017,5,3,16,1,19,9
2017,11,4,8,2,12,7
2015,12,6,25,2,33,1
2015,12,1,13,4,58,4
2017,1,7,28,1,25,7
2020,6,6,5,3,19,10
2016,2,5,4,3,30,1
2016,1,6,29,2,5,1
2020,3,3,31,1,58,1
2016,10,2,3,2,36,9
2018,1,3,30,1,5,9
2015,11,2,16,3,36,6
2017,8,3,8,2,40,9
2017,12,5,14,4,39,6
2020,6,1,21,2,45,9
2016,12,5,29,1,29,6
2018,11,5,8,1,23,5
2018,1,7,27,2,44,5
2015,5,6,29,3,3,5
2019,12,5,19,2,23,9
2016,8,3,9,2,23,9
2015,1,7,17,3,25,9
2018,6,6,22,3,9,5
2015,3,1,1,4,38,4
2019,6,3,11,1,64,9
2019,1,3,22,2,41,9
2020,6,2,29,2,42,10
2015,6,5,4,1,8,9
2020,2,6,21,2,3,9
2017,10,6,27,1,5,9
2017,10,7,7,1,9,10
2018,11,3,20,2,28,10
2020,5,7,2,3,41,10
2020,4,6,10,1,28,7
2020,8,7,8,2,31,10
2017,4,3,25,4,9,6
2018,6,5,28,3,19,5
2020,3,6,6,2,34,10
2020,8,2,3,2,3,10
2015,3,7,7,4,5,4
2020,10,1,4,3,36,10
2019,12,2,30,1,23,2
2019,3,4,20,2,25,9
2017,10,5,5,2,13,5
2015,6,1,14,2,18,1
2020,6,6,12,2,9,10
2016,1,6,8,1,6,9
2016,1,4,13,4,12,5
2019,1,5,31,2,5,1
2020,2,7,1,1,23,5
2018,4,3,3,2,53,1
2020,8,7,29,1,6,10
2020,6,4,3,2,26,10
2019,10,4,23,4,7,5
2020,12,1,6,2,31,5
2015,5,1,17,3,1,7
2018,1,4,31,2,11,6
2020,4,1,26,2,41,10
2017,1,2,9,3,1,7
2018,3,1,18,3,5,1
2016,1,3,26,1,25,9
2020,3,2,30,1,30,1
2016,1,1,3,4,1,1
2015,11,3,3,4,18,3
2019,7,1,21,2,9,7
2015,5,3,5,3,25,6
2019,9,3,10,1,5,9
2018,4,5,12,3,39,7
2015,1,4,14,1,19,1
2016,4,5,21,4,18,1
2018,9,6,28,3,9,6
2018,5,1,27,4,5,8
2018,10,4,24,2,13,1
2020,12,2,21,3,19,1
2016,6,2,13,2,19,9
2018,4,2,23,4,9,1
2019,12,5,19,2,28,9
2019,6,5,13,2,5,9
2018,9,7,15,4,32,9
2020,4,1,26,3,3,6
2018,11,4,7,1,5,4
2015,12,5,3,1,35,5
2019,4,2,15,3,45,1
2020,4,2,20,1,62,8
2020,1,1,5,3,30,6
2017,2,3,21,2,30,9
2016,12,2,12,1,12,1
2016,3,5,24,3,49,4
2016,12,2,12,3,25,7
2020,11,2,16,2,41,7
2015,10,6,30,3,63,5
2016,1,2,25,2,5,1
2020,5,4,27,1,24,10
2020,5,2,18,2,64,10
2018,6,5,21,3,35,9
2018,1,7,6,1,25,1
2019,3,7,23,2,27,10
2016,12,7,31,3,64,4
2020,1,1,26,1,11,5
2019,5,2,20,2,5,9
2016,12,7,17,2,4,3
2017,4,4,5,2,45,9
2015,7,6,17,2,5,4
2018,11,5,15,2,9,5
2018,10,2,15,3,20,1
2016,3,4,2,3,25,7
2015,10,6,16,2,5,9
2019,4,6,12,1,30,9
2018,7,4,25,3,21,10
2017,9,7,9,3,46,5
2018,8,4,29,4,4,1
2016,8,2,15,3,30,5
2020,8,1,2,2,15,4
2016,1,4,13,4,25,4
2016,6,4,22,2,24,2
2019,4,3,2,4,25,5
2019,9,7,14,4,25,10
2017,1,5,26,2,5,9
2020,3,3,31,2,21,8
2017,2,2,27,4,6,5
2015,4,7,11,4,64,4
2016,4,3,19,2,41,9
2020,2,1,9,1,5,6
2018,11,4,28,2,30,5
2020,7,6,17,1,25,9
2019,8,3,20,1,23,9
2018,7,4,25,3,9,10
2015,10,4,7,2,24,9
2015,7,1,5,3,9,7
2019,11,6,15,2,27,7
2020,11,5,12,2,23,9
2015,12,7,5,3,9,5
2016,8,2,29,2,25,1
2018,10,3,16,3,25,7
2020,1,5,23,2,27,7
2016,5,5,5,3,45,1
2015,2,1,8,4,28,4
2016,8,2,29,4,25,6
2015,1,7,31,1,21,1
2020,12,6,4,2,37,7
2020,10,3,20,1,3,9
2020,1,7,25,3,35,5
2015,12,4,23,1,50,4
2016,1,7,2,2,5,4
2020,8,5,27,3,9,10
2020,6,2,15,2,18,10
2018,6,4,27,1,25,6
2020,6,5,18,3,5,4
2015,5,4,6,4,43,1
2015,8,4,5,1,23,9
2016,5,1,15,3,5,4
2017,12,6,29,2,4,7
2015,12,3,29,3,30,7
2020,8,7,22,2,9,10
2015,5,2,4,3,1,1
2016,2,7,6,3,1,1
2016,5,6,20,2,33,9
2015,4,3,28,4,25,6
2017,4,7,1,3,19,7
2020,3,6,6,2,62,10
2017,5,7,20,1,41,9
2019,2,7,23,2,19,10
2017,9,7,16,2,19,5
2015,7,4,29,3,25,1
2020,9,1,20,2,19,4
2018,6,5,7,1,9,9
2019,10,3,8,1,5,9
2018,10,6,19,3,9,7
2015,10,5,22,3,3,7
2019,12,2,9,2,45,9
2015,1,5,22,1,9,1
2019,4,5,4,4,30,5
2015,4,3,21,2,26,9
2019,9,3,10,2,5,10
2017,6,6,2,2,5,1
2015,9,6,4,3,12,5
2020,7,5,16,3,25,7
2020,1,1,12,2,27,9
2015,5,1,10,4,5,9
2018,8,4,8,3,33,10
2015,9,6,4,3,1,1
2018,3,2,5,3,11,3
2017,11,7,11,1,30,5
2015,8,4,19,3,5,8
2018,12,4,26,4,1,7
2015,2,7,21,4,50,5
2016,3,3,22,2,45,5
2015,5,3,19,4,11,5
2016,1,1,3,1,25,9
2016,1,6,8,3,25,8
2015,10,6,16,1,5,9
2016,2,4,10,4,5,4
2015,5,7,2,3,15,3
2015,1,5,1,3,16,1
2020,10,7,31,3,38,10
2015,6,4,3,1,25,1
2016,2,6,19,1,24,8
2017,4,1,23,4,9,3
2017,5,1,28,3,12,6
2019,4,1,21,2,5,5
2020,4,6,3,1,41,9
2017,1,2,16,4,30,6
2019,2,5,14,2,23,9
2016,6,1,5,4,5,5
2016,5,7,21,3,5,1
2015,1,5,1,2,6,6
2020,4,6,3,4,9,5
2018,12,5,13,3,17,8
2019,1,6,25,4,9,6
2018,5,1,27,2,13,5
2018,6,4,27,3,21,10
2017,8,6,4,2,21,1
2019,1,4,9,1,9,6
2017,3,2,20,2,5,1
2020,9,7,19,2,25,10
2018,11,4,14,3,74,10
2019,1,6,25,3,5,1
2017,10,1,8,3,19,7
2020,4,1,26,1,33,5
2017,1,3,10,4,31,6
2019,3,3,19,2,8,7
2020,10,3,13,1,4,5
2017,6,6,2,2,5,1
2016,10,4,12,2,12,5
2020,9,7,19,2,15,10
2020,12,1,27,2,9,10
2017,4,5,13,2,25,7
2018,10,2,22,2,24,9
2015,8,7,29,2,51,9
2015,5,6,1,1,25,1
2015,1,2,12,2,31,4
2020,11,7,28,1,30,5
2020,3,4,18,3,54,10
2020,8,7,29,1,23,6
2019,11,6,15,3,45,1
2019,1,4,30,3,25,6
2017,11,1,12,2,4,7
2015,2,6,13,2,45,1
2019,5,5,9,1,9,6
2015,2,3,24,3,5,5
2016,12,1,11,3,49,4
2019,7,7,6,2,9,7
2019,11,5,7,4,25,7
2019,5,5,23,1,5,9
2019,5,2,13,3,25,1
2019,4,5,18,1,9,7
2019,8,2,26,1,28,4
2016,11,5,3,1,30,6
2020,8,4,5,2,1,10
2020,9,6,18,3,37,10
2017,6,7,3,1,1,6
2017,5,5,25,3,5,1
2017,4,1,16,2,58,9
2020,4,6,3,2,4,7
2016,5,6,27,2,53,7
2015,6,1,14,3,50,5
2016,4,1,17,1,29,6
2015,3,2,23,3,35,4
2017,6,2,19,3,5,1
2017,7,2,3,4,25,6
2018,10,5,25,3,5,5
2015,11,4,4,3,25,1
2020,5,7,30,2,9,10
2016,2,4,17,1,8,9
2019,3,4,27,4,8,6
2017,10,5,12,3,3,3
2019,9,6,6,2,45,10
2020,2,5,6,4,9,7
2018,11,2,12,1,21,10
2015,6,6,5,4,3,4
2020,7,5,30,2,25,10
2020,11,3,3,2,54,7
2020,4,4,29,3,30,10
2017,7,2,31,3,23,9
2016,12,1,18,4,30,7
2018,2,1,4,2,4,6
2019,4,2,22,2,19,9
2015,11,7,7,1,3,6
2016,4,3,26,1,25,9
2020,8,5,6,3,25,10
2016,12,5,1,2,5,9
2018,6,7,2,3,9,3
2015,10,7,31,1,25,1
2018,11,4,14,3,30,4
2016,11,7,12,4,41,4
2017,5,1,7,2,39,4
2018,10,1,14,2,59,8
2018,10,7,27,3,3,10
2015,10,5,29,3,25,1
2020,10,5,15,3,18,10
2018,1,3,23,3,25,9
2018,4,7,21,2,1,5
2015,8,4,19,1,5,5
2017,9,4,6,3,12,1
2019,3,1,10,1,41,4
2020,4,3,14,2,62,10
2019,2,7,23,1,17,8
2016,11,3,1,3,30,9
2018,6,3,19,1,58,1
2017,4,6,14,3,40,7
2019,7,3,30,2,3,9
2015,8,6,7,2,74,2
2020,7,7,4,2,30,3
2015,2,5,26,2,2,2
2015,6,5,18,2,5,8
2020,6,6,12,3,62,10
2015,8,7,22,4,25,6
2018,5,3,15,4,28,7
2019,9,1,29,3,39,4
2019,12,4,25,2,13,7
2015,5,5,28,1,4,6
2016,1,1,17,4,58,1
2016,5,3,24,3,13,1
2020,6,1,28,2,31,10
2015,4,5,23,2,47,2
2019,7,4,24,3,25,7
2017,9,4,13,4,40,5
2016,7,4,27,3,17,8
2020,5,7,23,2,22,9
2018,3,5,22,1,19,6
2015,7,5,30,3,9,7
2016,7,2,4,3,25,2
2018,7,5,5,3,11,1
2015,5,3,19,3,15,1
2019,7,5,4,1,23,10
2017,7,2,24,3,1,9
2015,6,4,17,3,31,7
2020,5,6,8,3,56,10
2015,10,1,11,3,4,3
2016,9,3,13,2,12,8
2016,6,1,26,1,9,3
2018,4,7,21,3,3,9
2018,12,6,7,2,33,7
2015,7,5,16,2,55,6
2018,9,5,27,3,5,4
2015,10,1,4,3,9,3
2020,10,1,18,1,71,9
2020,1,4,1,1,2,5
2015,12,2,28,3,38,5
2016,10,7,8,4,5,4
2019,1,5,31,3,19,1
2020,1,5,16,1,5,9
2015,1,7,24,4,5,4
2017,7,2,10,3,45,1
2018,1,5,4,3,26,3
2015,7,5,16,2,19,4
2019,1,6,18,4,9,3
2016,9,2,26,3,4,7
2018,9,5,27,4,30,6
2020,3,7,14,1,29,10
2017,12,5,28,2,3,5
2015,2,4,18,3,31,3
2018,5,3,8,3,35,7
2020,10,3,27,2,41,7
2017,5,2,22,1,5,9
2015,6,7,20,1,40,9
2018,12,3,18,3,49,10
2016,12,4,14,3,9,1
2017,4,3,11,4,3,6
2019,6,5,13,1,5,9
2017,8,5,10,3,36,7
2020,5,3,12,3,15,7
2020,8,6,14,2,55,7
2020,8,7,22,2,5,8
2020,12,7,19,1,25,10
2015,5,1,24,2,2,6
2015,8,7,15,2,19,4
2018,12,1,9,1,59,1
2019,11,7,2,1,30,7
2018,11,2,12,2,5,9
2015,1,7,17,1,22,5
2015,8,6,21,4,10,8
2020,3,1,8,3,15,10
2015,6,1,14,2,28,5
2017,12,1,3,2,69,5
2020,9,4,16,2,9,10
2017,10,2,16,3,64,1
2015,6,6,26,2,9,9
2018,11,4,14,1,5,1
2016,6,4,1,2,25,4
2019,7,1,28,2,4,1
